# color images
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp filename
1305031102.175304 rgb/1305031102.175304.png
1305031102.211214 rgb/1305031102.211214.png
1305031102.243211 rgb/1305031102.243211.png
1305031102.275326 rgb/1305031102.275326.png
1305031102.311267 rgb/1305031102.311267.png
1305031102.343233 rgb/1305031102.343233.png
1305031102.375329 rgb/1305031102.375329.png
1305031102.411258 rgb/1305031102.411258.png
1305031102.443271 rgb/1305031102.443271.png
1305031102.475318 rgb/1305031102.475318.png
1305031102.511219 rgb/1305031102.511219.png
1305031102.543220 rgb/1305031102.543220.png
1305031102.575286 rgb/1305031102.575286.png
1305031102.611233 rgb/1305031102.611233.png
1305031102.643265 rgb/1305031102.643265.png
1305031102.675285 rgb/1305031102.675285.png
1305031102.711263 rgb/1305031102.711263.png
1305031102.743234 rgb/1305031102.743234.png
1305031102.775472 rgb/1305031102.775472.png
1305031102.811232 rgb/1305031102.811232.png
1305031102.843290 rgb/1305031102.843290.png
1305031102.875363 rgb/1305031102.875363.png
1305031102.911185 rgb/1305031102.911185.png
1305031102.943229 rgb/1305031102.943229.png
1305031102.975203 rgb/1305031102.975203.png
1305031103.011215 rgb/1305031103.011215.png
1305031103.043227 rgb/1305031103.043227.png
1305031103.075319 rgb/1305031103.075319.png
1305031103.111240 rgb/1305031103.111240.png
1305031103.143318 rgb/1305031103.143318.png
1305031103.175452 rgb/1305031103.175452.png
1305031103.211220 rgb/1305031103.211220.png
1305031103.243216 rgb/1305031103.243216.png
1305031103.275370 rgb/1305031103.275370.png
1305031103.311210 rgb/1305031103.311210.png
1305031103.343223 rgb/1305031103.343223.png
1305031103.375327 rgb/1305031103.375327.png
1305031103.411260 rgb/1305031103.411260.png
1305031103.443280 rgb/1305031103.443280.png
1305031103.475274 rgb/1305031103.475274.png
1305031103.511333 rgb/1305031103.511333.png
1305031103.543444 rgb/1305031103.543444.png
1305031103.575474 rgb/1305031103.575474.png
1305031103.611223 rgb/1305031103.611223.png
1305031103.643445 rgb/1305031103.643445.png
1305031103.675523 rgb/1305031103.675523.png
1305031103.711610 rgb/1305031103.711610.png
1305031103.743326 rgb/1305031103.743326.png
1305031103.775342 rgb/1305031103.775342.png
1305031103.811242 rgb/1305031103.811242.png
1305031103.843251 rgb/1305031103.843251.png
1305031103.875361 rgb/1305031103.875361.png
1305031103.911221 rgb/1305031103.911221.png
1305031103.943211 rgb/1305031103.943211.png
1305031103.975373 rgb/1305031103.975373.png
1305031104.011232 rgb/1305031104.011232.png
1305031104.043249 rgb/1305031104.043249.png
1305031104.075425 rgb/1305031104.075425.png
1305031104.111235 rgb/1305031104.111235.png
1305031104.143230 rgb/1305031104.143230.png
1305031104.175424 rgb/1305031104.175424.png
1305031104.211283 rgb/1305031104.211283.png
1305031104.243196 rgb/1305031104.243196.png
1305031104.275546 rgb/1305031104.275546.png
1305031104.311219 rgb/1305031104.311219.png
1305031104.343342 rgb/1305031104.343342.png
1305031104.375837 rgb/1305031104.375837.png
1305031104.411509 rgb/1305031104.411509.png
1305031104.443288 rgb/1305031104.443288.png
1305031104.475456 rgb/1305031104.475456.png
1305031104.511329 rgb/1305031104.511329.png
1305031104.543368 rgb/1305031104.543368.png
1305031104.575343 rgb/1305031104.575343.png
1305031104.611336 rgb/1305031104.611336.png
1305031104.643243 rgb/1305031104.643243.png
1305031104.675525 rgb/1305031104.675525.png
1305031104.711277 rgb/1305031104.711277.png
1305031104.743280 rgb/1305031104.743280.png
1305031104.775327 rgb/1305031104.775327.png
1305031104.811465 rgb/1305031104.811465.png
1305031104.843258 rgb/1305031104.843258.png
1305031104.875350 rgb/1305031104.875350.png
1305031104.911534 rgb/1305031104.911534.png
1305031104.943262 rgb/1305031104.943262.png
1305031104.975202 rgb/1305031104.975202.png
1305031105.011290 rgb/1305031105.011290.png
1305031105.043373 rgb/1305031105.043373.png
1305031105.075320 rgb/1305031105.075320.png
1305031105.111299 rgb/1305031105.111299.png
1305031105.143106 rgb/1305031105.143106.png
1305031105.175159 rgb/1305031105.175159.png
1305031105.211268 rgb/1305031105.211268.png
1305031105.243270 rgb/1305031105.243270.png
1305031105.275288 rgb/1305031105.275288.png
1305031105.311290 rgb/1305031105.311290.png
1305031105.343302 rgb/1305031105.343302.png
1305031105.375338 rgb/1305031105.375338.png
1305031105.411286 rgb/1305031105.411286.png
1305031105.443316 rgb/1305031105.443316.png
1305031105.475280 rgb/1305031105.475280.png
1305031105.511332 rgb/1305031105.511332.png
1305031105.543282 rgb/1305031105.543282.png
1305031105.575449 rgb/1305031105.575449.png
1305031105.611378 rgb/1305031105.611378.png
1305031105.643273 rgb/1305031105.643273.png
1305031105.675166 rgb/1305031105.675166.png
1305031105.711309 rgb/1305031105.711309.png
1305031105.743312 rgb/1305031105.743312.png
1305031105.775339 rgb/1305031105.775339.png
1305031105.811283 rgb/1305031105.811283.png
1305031105.843271 rgb/1305031105.843271.png
1305031105.875337 rgb/1305031105.875337.png
1305031105.911262 rgb/1305031105.911262.png
1305031105.943272 rgb/1305031105.943272.png
1305031105.975329 rgb/1305031105.975329.png
1305031106.011285 rgb/1305031106.011285.png
1305031106.043355 rgb/1305031106.043355.png
1305031106.075330 rgb/1305031106.075330.png
1305031106.111327 rgb/1305031106.111327.png
1305031106.143355 rgb/1305031106.143355.png
1305031106.175534 rgb/1305031106.175534.png
1305031106.211275 rgb/1305031106.211275.png
1305031106.243267 rgb/1305031106.243267.png
1305031106.276385 rgb/1305031106.276385.png
1305031106.311238 rgb/1305031106.311238.png
1305031106.343258 rgb/1305031106.343258.png
1305031106.375388 rgb/1305031106.375388.png
1305031106.411320 rgb/1305031106.411320.png
1305031106.443278 rgb/1305031106.443278.png
1305031106.475345 rgb/1305031106.475345.png
1305031106.511129 rgb/1305031106.511129.png
1305031106.543302 rgb/1305031106.543302.png
1305031106.575282 rgb/1305031106.575282.png
1305031106.611151 rgb/1305031106.611151.png
1305031106.643207 rgb/1305031106.643207.png
1305031106.675279 rgb/1305031106.675279.png
1305031106.711508 rgb/1305031106.711508.png
1305031106.743341 rgb/1305031106.743341.png
1305031106.775390 rgb/1305031106.775390.png
1305031106.811289 rgb/1305031106.811289.png
1305031106.843416 rgb/1305031106.843416.png
1305031106.875905 rgb/1305031106.875905.png
1305031106.911243 rgb/1305031106.911243.png
1305031106.943439 rgb/1305031106.943439.png
1305031106.975547 rgb/1305031106.975547.png
1305031107.011576 rgb/1305031107.011576.png
1305031107.043281 rgb/1305031107.043281.png
1305031107.075432 rgb/1305031107.075432.png
1305031107.111229 rgb/1305031107.111229.png
1305031107.143260 rgb/1305031107.143260.png
1305031107.175399 rgb/1305031107.175399.png
1305031107.211358 rgb/1305031107.211358.png
1305031107.243378 rgb/1305031107.243378.png
1305031107.275398 rgb/1305031107.275398.png
1305031107.311226 rgb/1305031107.311226.png
1305031107.343509 rgb/1305031107.343509.png
1305031107.375413 rgb/1305031107.375413.png
1305031107.411271 rgb/1305031107.411271.png
1305031107.443419 rgb/1305031107.443419.png
1305031107.475377 rgb/1305031107.475377.png
1305031107.511352 rgb/1305031107.511352.png
1305031107.543605 rgb/1305031107.543605.png
1305031107.575454 rgb/1305031107.575454.png
1305031107.611271 rgb/1305031107.611271.png
1305031107.643323 rgb/1305031107.643323.png
1305031107.675568 rgb/1305031107.675568.png
1305031107.711307 rgb/1305031107.711307.png
1305031107.743538 rgb/1305031107.743538.png
1305031107.775802 rgb/1305031107.775802.png
1305031107.811596 rgb/1305031107.811596.png
1305031107.843332 rgb/1305031107.843332.png
1305031107.875358 rgb/1305031107.875358.png
1305031107.911541 rgb/1305031107.911541.png
1305031107.943122 rgb/1305031107.943122.png
1305031107.975807 rgb/1305031107.975807.png
1305031108.011320 rgb/1305031108.011320.png
1305031108.043418 rgb/1305031108.043418.png
1305031108.075352 rgb/1305031108.075352.png
1305031108.111378 rgb/1305031108.111378.png
1305031108.143334 rgb/1305031108.143334.png
1305031108.176058 rgb/1305031108.176058.png
1305031108.211475 rgb/1305031108.211475.png
1305031108.243347 rgb/1305031108.243347.png
1305031108.275358 rgb/1305031108.275358.png
1305031108.311332 rgb/1305031108.311332.png
1305031108.343278 rgb/1305031108.343278.png
1305031108.375410 rgb/1305031108.375410.png
1305031108.411361 rgb/1305031108.411361.png
1305031108.443610 rgb/1305031108.443610.png
1305031108.475471 rgb/1305031108.475471.png
